
# Surface 0 of 1 surfaces

# Curve title: "g(x,y)"

# Contour 0, label:      380
-10 -10  380 


-5.20623 -10  240 
-5.35354 -9.87617  240 
-5.44579 -9.79798  240 
-5.55556 -9.7043  240 
-5.68147 -9.59596  240 
-5.75758 -9.53002  240 
-5.91336 -9.39394  240 
-5.9596 -9.35326  240 
-6.14154 -9.19192  240 
-6.16162 -9.17399  240 
-6.36364 -8.99212  240 
-6.36608 -8.9899  240 
-6.56566 -8.80739  240 
-6.58683 -8.78788  240 
-6.76768 -8.62001  240 
-6.80419 -8.58586  240 
-6.9697 -8.42992  240 
-7.01824 -8.38384  240 
-7.17172 -8.23707  240 
-7.22906 -8.18182  240 
-7.37374 -8.04138  240 
-7.43671 -7.9798  240 
-7.57576 -7.8428  240 
-7.64127 -7.77778  240 
-7.77778 -7.64127  240 
-7.8428 -7.57576  240 
-7.9798 -7.43671  240 
-8.04138 -7.37374  240 
-8.18182 -7.22906  240 
-8.23707 -7.17172  240 
-8.38384 -7.01824  240 
-8.42992 -6.9697  240 
-8.58586 -6.80419  240 
-8.62001 -6.76768  240 
-8.78788 -6.58683  240 
-8.80739 -6.56566  240 
-8.9899 -6.36608  240 
-8.99212 -6.36364  240 
-9.17399 -6.16162  240 
-9.19192 -6.14154  240 
-9.35326 -5.9596  240 
-9.39394 -5.91336  240 
-9.53002 -5.75758  240 
-9.59596 -5.68147  240 
-9.7043 -5.55556  240 
-9.79798 -5.44579  240 
-9.87617 -5.35354  240 
-10 -5.20623  240 


# Contour 15, label:      230
-4.78954 -10  230 
-4.94949 -9.86815  230 
-5.0339 -9.79798  230 
-5.15152 -9.69951  230 
-5.27416 -9.59596  230 
-5.35354 -9.52846  230 
-5.51042 -9.39394  230 
-5.55556 -9.35496  230 
-5.74279 -9.19192  230 
-5.75758 -9.17896  230 
-5.9596 -9.00023  230 
-5.97118 -8.9899  230 
-6.16162 -8.81874  230 
-6.19568 -8.78788  230 
-6.36364 -8.6346  230 
-6.41662 -8.58586  230 
-6.56566 -8.44776  230 
-6.63409 -8.38384  230 
-6.76768 -8.25815  230 
-6.84818 -8.18182  230 
-6.9697 -8.06573  230 
-7.05895 -7.9798  230 
-7.17172 -7.87041  230 
-7.26649 -7.77778  230 
-7.37374 -7.67215  230 
-7.47086 -7.57576  230 
-7.57576 -7.47086  230 
-7.67215 -7.37374  230 
-7.77778 -7.26649  230 
-7.87041 -7.17172  230 
-7.9798 -7.05895  230 
-8.06573 -6.9697  230 
-8.18182 -6.84818  230 
-8.25815 -6.76768  230 
-8.38384 -6.63409  230 
-8.44776 -6.56566  230 
-8.58586 -6.41662  230 
-8.6346 -6.36364  230 
-8.78788 -6.19568  230 
-8.81874 -6.16162  230 
-8.9899 -5.97118  230 
-9.00023 -5.9596  230 
-9.17896 -5.75758  230 
-9.19192 -5.74279  230 
-9.35496 -5.55556  230 
-9.39394 -5.51042  230 
-9.52846 -5.35354  230 
-9.59596 -5.27416  230 
-9.69951 -5.15152  230 
-9.79798 -5.0339  230 
-9.86815 -4.94949  230 
-10 -4.78954  230 


# Contour 16, label:      220
 10  10  220 

# Contour 17, label: 
-4.3577 -10  220 
-4.54545 -9.84838  220 
-4.60732 -9.79798  220 
-4.74747 -9.68297  220 
-4.8526 -9.59596  220 
-4.94949 -9.51518  220 
-5.09367 -9.39394  220 
-5.15152 -9.34494  220 
-5.33063 -9.19192  220 
-5.35354 -9.17221  220 
-5.55556 -8.99681  220 
-5.56345 -8.9899  220 
-5.75758 -8.81856  220 
-5.79205 -8.78788  220 
-5.9596 -8.63767  220 
-6.01691 -8.58586  220 
-6.16162 -8.45409  220 
-6.23813 -8.38384  220 
-6.36364 -8.26775  220 
-6.45579 -8.18182  220 
-6.56566 -8.07859  220 
-6.66997 -7.9798  220 
-6.76768 -7.88656  220 
-6.88076 -7.77778  220 
-6.9697 -7.69157  220 
-7.08824 -7.57576  220 
-7.17172 -7.49357  220 
-7.29249 -7.37374  220 
-7.37374 -7.29249  220 
-7.49357 -7.17172  220 
-7.57576 -7.08824  220 
-7.69157 -6.9697  220 
-7.77778 -6.88076  220 
-7.88656 -6.76768  220 
-7.9798 -6.66997  220 
-8.07859 -6.56566  220 
-8.18182 -6.45579  220 
-8.26775 -6.36364  220 
-8.38384 -6.23813  220 
-8.45409 -6.16162  220 
-8.58586 -6.01691  220 
-8.63767 -5.9596  220 
-8.78788 -5.79205  220 
-8.81856 -5.75758  220 
-8.9899 -5.56345  220 
-8.99681 -5.55556  220 
-9.17221 -5.35354  220 
-9.19192 -5.33063  220 
-9.34494 -5.15152  220 
-9.39394 -5.09367  220 
-9.51518 -4.94949  220 
-9.59596 -4.8526  220 
-9.68297 -4.74747  220 
-9.79798 -4.60732  220 
-9.84838 -4.54545  220 
-10 -4.3577  220 


# Contour 18, label:      210
 10  9.60942  210 
 9.81293  9.79798  210 
 9.79798  9.81293  210 
 9.60942  10  210 

# Contour 19, label: 
-3.90847 -10  210 
-3.93939 -9.97583  210 
-4.14141 -9.81635  210 
-4.16445 -9.79798  210 
-4.34343 -9.65419  210 
-4.41527 -9.59596  210 
-4.54545 -9.48965  210 
-4.66162 -9.39394  210 
-4.74747 -9.32268  210 
-4.90363 -9.19192  210 
-4.94949 -9.15322  210 
-5.1414 -8.9899  210 
-5.15152 -8.98122  210 
-5.35354 -8.80634  210 
-5.37468 -8.78788  210 
-5.55556 -8.62871  210 
-5.60384 -8.58586  210 
-5.75758 -8.44839  210 
-5.82916 -8.38384  210 
-5.9596 -8.26533  210 
-6.05074 -8.18182  210 
-6.16162 -8.07945  210 
-6.26866 -7.9798  210 
-6.36364 -7.8907  210 
-6.48302 -7.77778  210 
-6.56566 -7.69901  210 
-6.69391 -7.57576  210 
-6.76768 -7.5043  210 
-6.9014 -7.37374  210 
-6.9697 -7.30652  210 
-7.10557 -7.17172  210 
-7.17172 -7.10557  210 
-7.30652 -6.9697  210 
-7.37374 -6.9014  210 
-7.5043 -6.76768  210 
-7.57576 -6.69391  210 
-7.69901 -6.56566  210 
-7.77778 -6.48302  210 
-7.8907 -6.36364  210 
-7.9798 -6.26866  210 
-8.07945 -6.16162  210 
-8.18182 -6.05074  210 
-8.26533 -5.9596  210 
-8.38384 -5.82916  210 
-8.44839 -5.75758  210 
-8.58586 -5.60384  210 
-8.62871 -5.55556  210 
-8.78788 -5.37468  210 
-8.80634 -5.35354  210 
-8.98122 -5.15152  210 
-8.9899 -5.1414  210 
-9.15322 -4.94949  210 
-9.19192 -4.90363  210 
-9.32268 -4.74747  210 
-9.39394 -4.66162  210 
-9.48965 -4.54545  210 
-9.59596 -4.41527  210 
-9.65419 -4.34343  210 
-9.79798 -4.16445  210 
-9.81635 -4.14141  210 
-9.97583 -3.93939  210 
-10 -3.90847  210 


# Contour 20, label:      200
 10  9.20644  200 
 9.81702  9.39394  200 
 9.79798  9.41329  200 
 9.61678  9.59596  200 
 9.59596  9.61678  200 
 9.41329  9.79798  200 
 9.39394  9.81702  200 
 9.20644  10  200 

# Contour 21, label: 
-3.43982 -10  200 
-3.53535 -9.92706  200 
-3.7028 -9.79798  200 
-3.73737 -9.77113  200 
-3.93939 -9.61261  200 
-3.96039 -9.59596  200 
-4.14141 -9.45133  200 
-4.21258 -9.39394  200 
-4.34343 -9.28762  200 
-4.46016 -9.19192  200 
-4.54545 -9.12145  200 
-4.70324 -8.9899  200 
-4.74747 -8.95274  200 
-4.94196 -8.78788  200 
-4.94949 -8.78144  200 
-5.15152 -8.60717  200 
-5.17599 -8.58586  200 
-5.35354 -8.43012  200 
-5.40584 -8.38384  200 
-5.55556 -8.25033  200 
-5.63173 -8.18182  200 
-5.75758 -8.06774  200 
-5.85376 -7.9798  200 
-5.9596 -7.88228  200 
-6.07205 -7.77778  200 
-6.16162 -7.69388  200 
-6.28667 -7.57576  200 
-6.36364 -7.50248  200 
-6.49773 -7.37374  200 
-6.56566 -7.308  200 
-6.70531 -7.17172  200 
-6.76768 -7.11036  200 
-6.90949 -6.9697  200 
-6.9697 -6.90949  200 
-7.11036 -6.76768  200 
-7.17172 -6.70531  200 
-7.308 -6.56566  200 
-7.37374 -6.49773  200 
-7.50248 -6.36364  200 
-7.57576 -6.28667  200 
-7.69388 -6.16162  200 
-7.77778 -6.07205  200 
-7.88228 -5.9596  200 
-7.9798 -5.85376  200 
-8.06774 -5.75758  200 
-8.18182 -5.63173  200 
-8.25033 -5.55556  200 
-8.38384 -5.40584  200 
-8.43012 -5.35354  200 
-8.58586 -5.17599  200 
-8.60717 -5.15152  200 
-8.78144 -4.94949  200 
-8.78788 -4.94196  200 
-8.95274 -4.74747  200 
-8.9899 -4.70324  200 
-9.12145 -4.54545  200 
-9.19192 -4.46016  200 
-9.28762 -4.34343  200 
-9.39394 -4.21258  200 
-9.45133 -4.14141  200 
-9.59596 -3.96039  200 
-9.61261 -3.93939  200 
-9.77113 -3.73737  200 
-9.79798 -3.7028  200 
-9.92706 -3.53535  200 
-10 -3.43982  200 


# Contour 22, label:      190
 10  8.78981  190 
 9.80806  8.9899  190 
 9.79798  9.00032  190 
 9.61111  9.19192  190 
 9.59596  9.20732  190 
 9.41089  9.39394  190 
 9.39394  9.41089  190 
 9.20732  9.59596  190 
 9.19192  9.61111  190 
 9.00032  9.79798  190 
 8.9899  9.80806  190 
 8.78981  10  190 

# Contour 23, label: 
-2.94969 -10  190 
-3.13131 -9.8647  190 
-3.21999 -9.79798  190 
-3.33333 -9.71205  190 
-3.48495 -9.59596  190 
-3.53535 -9.55707  190 
-3.73737 -9.39963  190 
-3.74459 -9.39394  190 
-3.93939 -9.23919  190 
-3.99834 -9.19192  190 
-4.14141 -9.0763  190 
-4.24732 -8.9899  190 
-4.34343 -8.91088  190 
-4.49165 -8.78788  190 
-4.54545 -8.74288  190 
-4.73148 -8.58586  190 
-4.74747 -8.57225  190 
-4.94949 -8.39868  190 
-4.9666 -8.38384  190 
-5.15152 -8.22217  190 
-5.19725 -8.18182  190 
-5.35354 -8.04286  190 
-5.42383 -7.9798  190 
-5.55556 -7.86069  190 
-5.64645 -7.77778  190 
-5.75758 -7.67559  190 
-5.8652 -7.57576  190 
-5.9596 -7.48749  190 
-6.08019 -7.37374  190 
-6.16162 -7.29631  190 
-6.29152 -7.17172  190 
-6.36364 -7.10198  190 
-6.49927 -6.9697  190 
-6.56566 -6.90441  190 
-6.70354 -6.76768  190 
-6.76768 -6.70354  190 
-6.90441 -6.56566  190 
-6.9697 -6.49927  190 
-7.10198 -6.36364  190 
-7.17172 -6.29152  190 
-7.29631 -6.16162  190 
-7.37374 -6.08019  190 
-7.48749 -5.9596  190 
-7.57576 -5.8652  190 
-7.67559 -5.75758  190 
-7.77778 -5.64645  190 
-7.86069 -5.55556  190 
-7.9798 -5.42383  190 
-8.04286 -5.35354  190 
-8.18182 -5.19725  190 
-8.22217 -5.15152  190 
-8.38384 -4.9666  190 
-8.39868 -4.94949  190 
-8.57225 -4.74747  190 
-8.58586 -4.73148  190 
-8.74288 -4.54545  190 
-8.78788 -4.49165  190 
-8.91088 -4.34343  190 
-8.9899 -4.24732  190 
-9.0763 -4.14141  190 
-9.19192 -3.99834  190 
-9.23919 -3.93939  190 
-9.39394 -3.74459  190 
-9.39963 -3.73737  190 
-9.55707 -3.53535  190 
-9.59596 -3.48495  190 
-9.71205 -3.33333  190 
-9.79798 -3.21999  190 
-9.8647 -3.13131  190 
-10 -2.94969  190 


# Contour 24, label:      180
 10  8.35761  180 
 9.97553  8.38384  180 
 9.79798  8.57241  180 
 9.78522  8.58586  180 
 9.59596  8.78344  180 
 9.59167  8.78788  180 
 9.39479  8.9899  180 
 9.39394  8.99076  180 
 9.19449  9.19192  180 
 9.19192  9.19449  180 
 8.99076  9.39394  180 
 8.9899  9.39479  180 
 8.78788  9.59167  180 
 8.78344  9.59596  180 
 8.58586  9.78522  180 
 8.57241  9.79798  180 
 8.38384  9.97553  180 
 8.35761  10  180 

# Contour 25, label: 
-2.43344 -10  180 
-2.52525 -9.93426  180 
-2.71356 -9.79798  180 
-2.72727 -9.78798  180 
-2.92929 -9.63875  180 
-2.9866 -9.59596  180 
-3.13131 -9.48706  180 
-3.2538 -9.39394  180 
-3.33333 -9.333  180 
-3.51562 -9.19192  180 
-3.53535 -9.17653  180 
-3.73737 -9.01714  180 
-3.77154 -8.9899  180 
-3.93939 -8.85501  180 
-4.02212 -8.78788  180 
-4.14141 -8.69031  180 
-4.26789 -8.58586  180 
-4.34343 -8.52298  180 
-4.509 -8.38384  180 
-4.54545 -8.35296  180 
-4.74557 -8.18182  180 
-4.74747 -8.18018  180 
-4.94949 -8.00418  180 
-4.97722 -7.9798  180 
-5.15152 -7.82529  180 
-5.20463 -7.77778  180 
-5.35354 -7.64348  180 
-5.42795 -7.57576  180 
-5.55556 -7.45868  180 
-5.6473 -7.37374  180 
-5.75758 -7.2708  180 
-5.86278 -7.17172  180 
-5.9596 -7.07977  180 
-6.07448 -6.9697  180 
-6.16162 -6.88551  180 
-6.28251 -6.76768  180 
-6.36364 -6.68794  180 
-6.48697 -6.56566  180 
-6.56566 -6.48697  180 
-6.68794 -6.36364  180 
-6.76768 -6.28251  180 
-6.88551 -6.16162  180 
-6.9697 -6.07448  180 
-7.07977 -5.9596  180 
-7.17172 -5.86278  180 
-7.2708 -5.75758  180 
-7.37374 -5.6473  180 
-7.45868 -5.55556  180 
-7.57576 -5.42795  180 
-7.64348 -5.35354  180 
-7.77778 -5.20463  180 
-7.82529 -5.15152  180 
-7.9798 -4.97722  180 
-8.00418 -4.94949  180 
-8.18018 -4.74747  180 
-8.18182 -4.74557  180 
-8.35296 -4.54545  180 
-8.38384 -4.509  180 
-8.52298 -4.34343  180 
-8.58586 -4.26789  180 
-8.69031 -4.14141  180 
-8.78788 -4.02212  180 
-8.85501 -3.93939  180 
-8.9899 -3.77154  180 
-9.01714 -3.73737  180 
-9.17653 -3.53535  180 
-9.19192 -3.51562  180 
-9.333 -3.33333  180 
-9.39394 -3.2538  180 
-9.48706 -3.13131  180 
-9.59596 -2.9866  180 
-9.63875 -2.92929  180 
-9.78798 -2.72727  180 
-9.79798 -2.71356  180 
-9.93426 -2.52525  180 
-10 -2.43344  180 


# Contour 26, label:      170
 10  7.90828  170 
 9.93456  7.9798  170 
 9.79798  8.12769  170 
 9.74756  8.18182  170 
 9.59596  8.34309  170 
 9.55733  8.38384  170 
 9.39394  8.55461  170 
 9.36378  8.58586  170 
 9.19192  8.76233  170 
 9.16682  8.78788  170 
 8.9899  8.96637  170 
 8.96637  8.9899  170 
 8.78788  9.16682  170 
 8.76233  9.19192  170 
 8.58586  9.36378  170 
 8.55461  9.39394  170 
 8.38384  9.55733  170 
 8.34309  9.59596  170 
 8.18182  9.74756  170 
 8.12769  9.79798  170 
 7.9798  9.93456  170 
 7.90828  10  170 

# Contour 27, label: 
-1.88789 -10  170 
-1.91919 -9.97854  170 
-2.12121 -9.83809  170 
-2.17821 -9.79798  170 
-2.32323 -9.69511  170 
-2.46147 -9.59596  170 
-2.52525 -9.54985  170 
-2.72727 -9.40215  170 
-2.73836 -9.39394  170 
-2.92929 -9.25138  170 
-3.0081 -9.19192  170 
-3.13131 -9.0982  170 
-3.27223 -8.9899  170 
-3.33333 -8.94256  170 
-3.53094 -8.78788  170 
-3.53535 -8.7844  170 
-3.73737 -8.62304  170 
-3.78345 -8.58586  170 
-3.93939 -8.459  170 
-4.03088 -8.38384  170 
-4.14141 -8.29229  170 
-4.27348 -8.18182  170 
-4.34343 -8.12282  170 
-4.51138 -7.9798  170 
-4.54545 -7.95054  170 
-4.74471 -7.77778  170 
-4.74747 -7.77536  170 
-4.94949 -7.59687  170 
-4.97317 -7.57576  170 
-5.15152 -7.41535  170 
-5.19736 -7.37374  170 
-5.35354 -7.23076  170 
-5.41744 -7.17172  170 
-5.55556 -7.04302  170 
-5.63353 -6.9697  170 
-5.75758 -6.85205  170 
-5.84574 -6.76768  170 
-5.9596 -6.65777  170 
-6.05417 -6.56566  170 
-6.16162 -6.4601  170 
-6.25893 -6.36364  170 
-6.36364 -6.25893  170 
-6.4601 -6.16162  170 
-6.56566 -6.05417  170 
-6.65777 -5.9596  170 
-6.76768 -5.84574  170 
-6.85205 -5.75758  170 
-6.9697 -5.63353  170 
-7.04302 -5.55556  170 
-7.17172 -5.41744  170 
-7.23076 -5.35354  170 
-7.37374 -5.19736  170 
-7.41535 -5.15152  170 
-7.57576 -4.97317  170 
-7.59687 -4.94949  170 
-7.77536 -4.74747  170 
-7.77778 -4.74471  170 
